EVTYPE
WINTER WEATHER
WINTER STORM
WILDFIRE
WATERSPOUT
VOLCANIC ASH
TZUNAMI
TROPICAL STORM
TROPICAL DEPRESSION
TORNADO
THUNDERSTORM WIND
STRONG WIND
STORM SURGE/TIDE
SLEET
SEICHE
RIP CURRENT
MARINE THUNDERSTORM WIND
MARINE STRONG WIND
MARINE HIGH WIND
MARINE HAIL
LIGHTNING
LAKE-EFFECT SNOW
LAKESHORE FLOOD
ICE STORM
HURRICANE/TYPHOON
HIGH WIND
HIGH SURF
HEAVY SNOW
HEAVY RAIN
HEAT
HAIL
FUNNEL CLOUD
FROST/FREEZE
FREEZING FOG
FLOOD
FLASH FLOOD
EXTREME COLD/WIND CHILL
EXCESSIVE HEAT
DUST STORM
DUST DEVIL
DROUGHT
DENSE SMOKE
DENSE FOG
DEBRIS FLOW
COLD/WIND CHILL
COASTAL FLOOD
BLIZZARD
AVALANCHE
ASTRONOMICAL LOW TIDE
